kod;nazwa;og-2019;og-2020;og-2021;bib-2019;bib-2020;bib-2021;osob-2019;osob-2020;osob-2021;typ_gminy;wojweództwo
2413031;Radzionków (1);2 423 677,33;2 126 907,55;2 222 775,13;448 500,00;481 440,00;478 000,00;144,04;130,91;137,00;1;24
2413041;Tarnowskie Góry (1);9 911 753,19;8 365 022,28;8 631 081,44;2 951 866,50;2 846 398,00;3 084 095,66;161,37;136,57;140,82;1;24
2413052;Krupski Młyn (2);917 000,00;950 000,00;970 000,00;257 000,00;260 000,00;270 000,00;288,82;308,74;315,96;2;24
2413062;Ożarowice (2);2 091 130,78;2 056 184,56;2 094 804,00;406 000,00;381 000,00;500 000,00;360,91;350,94;356,44;2;24
2413072;Świerklaniec (2);1 099 566,67;733 599,00;960 096,68;315 000,00;325 000,00;380 600,00;89,19;57,39;75,01;2;24
2413082;Tworóg (2);1 430 226,18;718 066,00;761 945,69;0,00;0,00;0,00;173,38;87,13;92,71;2;24
2413092;Zbrosławice (2);1 123 503,71;1 250 467,16;1 301 875,24;670 823,44;926 159,80;984 201,00;69,42;77,63;80,34;2;24
2414011;Bieruń (1);6 066 489,06;3 066 484,03;2 244 239,97;0,00;0,00;0,00;310,48;159,66;117,62;1;24
2414021;Imielin (1);1 638 022,36;1 577 587,07;1 452 551,47;0,00;0,00;0,00;178,53;170,07;155,59;1;24
2414031;Lędziny (1);1 482 876,39;976 639,36;892 419,76;429 187,28;414 534,30;369 049,25;88,39;58,94;54,07;1;24
2414042;Bojszowy (2);652 498,74;462 550,95;579 804,63;410 000,00;400 000,00;431 000,00;82,61;57,08;70,70;2;24
2414052;Chełm Śląski (2);857 240,43;732 131,58;712 666,94;176 000,00;208 000,00;220 000,00;135,51;117,59;113,19;2;24
2415011;Pszów (1);1 222 312,53;1 166 064,01;1 283 913,79;395 000,00;435 000,00;440 000,00;87,96;86,95;96,82;1;24
2415021;Radlin (1);2 583 782,85;2 004 248,97;2 109 277,60;460 000,00;480 000,00;501 255,00;145,35;115,68;123,00;1;24
2415031;Rydułtowy (1);2 493 318,45;1 916 729,00;2 226 170,00;1 013 800,00;810 000,00;820 000,00;115,35;91,66;107,58;1;24
2415041;Wodzisław Śląski (1);8 653 507,97;8 103 563,12;12 036 360,90;2 115 826,00;2 031 574,00;1 731 960,00;180,31;175,50;262,71;1;24
2415052;Godów (2);3 595 066,73;1 862 881,36;1 777 102,74;526 000,00;550 000,00;570 000,00;261,31;135,87;129,79;2;24
2415062;Gorzyce (2);2 241 154,03;2 098 551,37;2 158 721,63;473 400,00;505 000,00;568 882,00;105,29;99,66;102,51;2;24
2415072;Lubomia (2);1 577 618,72;1 452 660,37;1 522 834,76;200 255,00;188 785,00;154 000,00;199,07;188,31;197,82;2;24
2415082;Marklowice (2);465 179,68;263 821,76;413 409,26;219 000,00;196 102,34;232 308,73;86,21;49,19;77,13;2;24
2415092;Mszana (2);1 305 411,00;1 498 150,00;1 584 317,00;280 500,00;360 150,00;342 600,00;169,49;196,94;208,99;2;24
2416011;Poręba (1);704 958,48;741 743,33;751 531,54;216 852,09;233 643,25;231 828,39;82,69;89,51;91,02;1;24
2416021;Zawiercie (1);5 351 141,96;5 650 122,84;5 732 779,28;1 770 200,00;2 036 900,00;1 965 475,00;108,47;117,60;120,63;1;24
2416032;Irządze (2);241 324,24;222 428,72;234 715,24;88 671,56;90 521,91;98 046,54;92,00;86,72;92,55;2;24
2416042;Kroczyce (2);1 206 909,67;1 501 765,94;1 023 174,91;210 000,00;207 000,00;239 080,68;190,63;242,30;166,83;2;24
2416053;Łazy (3);1 901 000,00;1 633 000,00;1 467 000,00;860 000,00;840 000,00;739 000,00;119,39;103,46;93,57;3;24
2416063;Ogrodzieniec (3);1 945 243,96;2 999 837,96;2 769 607,53;428 000,00;420 000,00;451 200,00;213,65;329,58;307,77;3;24
2416073;Pilica (3);589 083,22;685 412,83;638 368,08;514 757,54;0,00;0,00;68,30;82,97;77,63;3;24
2416083;Szczekociny (3);1 596 974,26;1 433 178,04;1 318 700,42;470 800,00;463 400,00;477 900,00;207,61;193,86;182,52;3;24
2416092;Włodowice (2);542 854,81;383 415,19;405 586,45;133 453,27;145 000,00;165 000,00;103,70;72,91;77,89;2;24
2416102;Żarnowiec (2);803 722,29;732 741,60;1 033 772,02;208 787,84;196 556,91;229 642,98;173,70;161,25;230,03;2;24
2417011;Żywiec (1);6 724 249,45;6 027 854,68;6 485 972,53;983 500,00;900 000,00;1 100 000,00;215,56;196,46;214,37;1;24
2417022;Czernichów (2);878 581,52;636 839,09;503 016,63;278 613,00;260 900,00;264 000,00;129,70;96,51;77,14;2;24
2417032;Gilowice (2);563 045,89;557 374,92;580 670,06;153 000,00;170 000,00;193 600,00;90,20;89,77;92,89;2;24
2417042;Jeleśnia (2);913 287,47;619 409,60;995 293,73;386 132,00;318 250,00;359 037,00;68,76;48,04;77,68;2;24
2417052;Koszarawa (2);482 196,10;448 500,00;254 173,98;64 000,00;75 000,00;86 999,98;201,92;196,62;112,97;2;24
2417062;Lipowa (2);370 000,00;386 000,00;424 000,00;320 000,00;360 000,00;380 000,00;34,25;35,88;39,25;2;24
2417072;Łękawica (2);435 525,63;293 504,78;152 510,29;154 000,00;121 500,00;124 200,00;95,57;65,57;33,84;2;24
2417082;Łodygowice (2);5 346 341,23;1 868 349,71;1 822 928,00;447 000,00;478 000,00;514 500,00;368,84;125,62;121,54;2;24
2417092;Milówka (2);935 423,11;844 097,32;1 130 708,07;175 000,00;180 000,00;180 000,00;93,06;84,71;114,03;2;24
2417102;Radziechowy-Wieprz (2);648 500,00;726 000,00;781 797,85;260 300,00;292 000,00;321 200,00;49,48;56,01;60,64;2;24
2417112;Rajcza (2);1 049 128,74;780 208,00;774 900,00;288 444,00;298 258,00;308 600,00;118,75;90,44;90,82;2;24
2417122;Ślemień (2);727 906,82;1 623 722,34;1 235 861,99;94 540,00;92 683,61;94 151,43;206,44;461,28;349,11;2;24
2417132;Świnna (2);644 845,18;534 386,67;532 800,00;226 600,00;227 900,00;240 000,00;79,77;66,73;67,18;2;24
2417142;Ujsoły (2);915 700,57;764 623,47;896 577,57;177 376,00;188 602,00;207 958,00;205,04;176,30;209,43;2;24
2417152;Węgierska Górka (2);1 414 000,00;1 490 000,00;1 519 549,91;395 000,00;360 000,00;432 000,00;93,81;101,54;103,55;2;24
2461011;Bielsko-Biała (1);38 830 789,30;36 124 889,01;36 858 118,37;9 016 807,91;8 705 836,00;8 536 863,00;227,14;212,37;218,58;1;24
2462011;Bytom (1);14 688 154,63;14 915 434,19;10 586 571,75;3 626 000,00;3 473 645,00;3 610 000,00;88,50;96,22;69,28;1;24
2463011;Chorzów (1);26 365 830,95;34 367 341,30;29 778 334,98;3 834 332,47;3 296 886,34;3 532 038,00;244,21;327,17;286,68;1;24
2464011;Częstochowa (1);43 890 687,47;47 934 348,26;37 174 034,71;7 698 796,00;7 518 730,08;7 722 096,00;198,37;222,24;175,07;1;24
2465011;Dąbrowa Górnicza (1);21 967 096,36;19 189 700,46;20 281 173,84;7 347 075,23;7 504 322,59;7 346 654,16;183,36;162,80;174,09;1;24
2466011;Gliwice (1);27 477 435,91;21 143 517,47;23 112 698,91;8 673 775,82;6 282 614,43;6 665 863,87;153,37;120,33;133,19;1;24
2467011;Jastrzębie-Zdrój (1);17 976 797,68;19 050 978,53;19 901 641,43;5 789 286,46;5 912 927,00;5 910 381,00;202,42;222,10;235,03;1;24
2468011;Jaworzno (1);13 789 801,70;13 345 851,65;13 470 874,15;4 879 008,00;4 844 205,00;5 030 744,00;151,10;148,85;151,79;1;24
2469011;Katowice (1);70 300 416,49;54 659 489,55;67 787 143,89;13 281 100,66;12 769 914,24;13 283 534,44;239,41;190,06;237,89;1;24
2470011;Mysłowice (1);10 267 151,22;11 898 904,48;7 665 899,11;2 586 100,00;2 803 150,00;2 926 500,00;137,79;163,83;105,81;1;24
2471011;Piekary Śląskie (1);8 187 029,26;7 599 925,48;6 347 275,90;2 087 527,00;3 202 755,00;1 924 633,00;148,62;142,52;119,89;1;24
2472011;Ruda Śląska (1);16 443 891,12;13 365 829,50;11 928 303,73;6 208 500,69;5 408 744,83;5 496 243,63;119,48;99,17;89,38;1;24
2473011;Rybnik (1);34 271 967,52;33 843 246,32;39 334 400,91;6 137 094,00;6 266 485,00;6 680 544,38;247,77;251,24;294,88;1;24
2474011;Siemianowice Śląskie (1);9 777 099,59;14 775 628,15;8 223 892,76;2 138 000,00;2 451 384,00;2 518 400,00;146,01;226,44;127,45;1;24
2475011;Sosnowiec (1);25 800 680,12;26 209 263,02;26 885 232,75;7 781 652,53;8 737 215,08;8 282 820,84;128,28;133,82;139,42;1;24
2476011;Świętochłowice (1);4 842 930,86;3 938 279,09;4 100 539,49;1 008 060,00;994 825,00;1 047 000,00;97,32;83,97;88,47;1;24
2477011;Tychy (1);16 586 228,64;16 884 321,65;18 084 400,15;6 302 747,32;6 566 998,98;6 581 083,56;129,92;134,37;145,21;1;24
2478011;Zabrze (1);31 146 938,65;39 639 414,00;30 020 495,21;4 449 660,00;4 465 660,00;4 594 740,00;180,24;248,23;190,22;1;24
2479011;Żory (1);26 454 910,25;19 826 739,96;24 599 055,81;2 572 613,56;6 627 890,68;3 051 000,00;423,54;321,55;398,00;1;24
2601013;Busko-Zdrój (3);4 693 776,82;4 183 757,36;4 753 111,02;774 645,65;788 555,24;848 934,78;145,85;132,40;152,10;3;26
2601022;Gnojno (2);226 839,60;284 124,51;243 137,96;157 901,71;163 965,66;164 999,21;51,87;65,97;56,89;2;26
2601033;Nowy Korczyn (3);303 827,89;316 372,78;356 440,00;61 401,34;63 681,85;351 440,00;50,99;55,59;63,90;3;26
2601043;Pacanów (3);548 863,14;606 698,10;629 461,54;143 600,14;136 698,10;159 461,54;74,68;84,71;88,81;3;26
2601052;Solec-Zdrój (2);3 746 486,56;8 412 316,01;1 274 424,59;0,00;96 900,00;63 500,00;741,29;1 697,06;257,88;2;26
2601063;Stopnica (3);1 042 411,06;964 212,38;1 044 496,41;60 100,00;59 600,00;64 300,00;136,80;130,95;142,89;3;26
2601072;Tuczępy (2);534 484,91;470 710,66;463 052,32;160 105,35;128 661,01;122 261,37;142,04;126,77;126,79;2;26
2601083;Wiślica (3);75 429,93;153 322,17;359 444,04;1 818,00;65 055,00;95 342,71;13,70;29,01;68,73;3;26
2602012;Imielno (2);185 805,69;167 146,77;169 458,90;169 270,69;167 146,77;169 458,90;42,50;38,97;39,96;2;26
2602023;Jędrzejów (3);2 343 173,16;2 524 536,06;2 389 910,00;844 000,00;828 726,06;853 000,00;83,65;91,97;87,78;3;26
2602033;Małogoszcz (3);1 393 997,46;1 230 935,71;2 095 668,26;351 988,23;356 384,39;448 970,47;120,34;108,99;186,85;3;26
2602042;Nagłowice (2);946 090,87;913 759,40;944 599,44;500 247,86;616 555,79;1 999,96;191,90;189,97;198,45;2;26
2602052;Oksa (2);188 661,04;190 988,37;177 446,29;116 927,62;113 785,89;126 983,41;41,20;42,55;40,00;2;26
2602063;Sędziszów (3);1 270 102,02;1 672 685,05;5 661 505,56;0,00;0,00;0,00;101,53;137,53;470,81;3;26
2602072;Słupia (2);467 378,60;156 505,83;245 589,07;89 492,78;86 300,20;100 762,47;108,19;38,80;61,15;2;26
2602082;Sobków (2);912 878,51;1 065 495,36;1 382 867,67;248 719,96;268 615,34;303 210,17;107,71;125,92;164,06;2;26
2602092;Wodzisław (2);610 556,83;688 212,38;-;216 370,00;212 050,00;-;87,54;103,51;-;2;26
2602093;Wodzisław (3);-;-;832 091,72;-;-;289 118,00;-;-;126,77;3;26
2603012;Bejsce (2);781 027,29;485 489,57;629 909,23;69 205,73;70 104,73;73 958,04;194,24;123,50;160,08;2;26
2603022;Czarnocin (2);477 910,97;141 065,00;151 385,23;150 746,97;106 000,00;107 157,82;126,03;38,11;41,35;2;26
2603033;Kazimierza Wielka (3);1 556 619,98;1 588 173,01;1 594 199,81;460 000,00;532 000,00;537 000,00;96,22;101,64;102,69;3;26
2603043;Opatowiec (3);688 666,82;599 060,67;491 042,83;160 450,07;174 923,72;264 485,03;209,83;191,15;159,48;3;26
2603053;Skalbmierz (3);595 273,67;647 585,39;679 648,16;140 000,00;150 000,00;150 000,00;92,03;101,63;108,17;3;26
2604012;Bieliny (2);1 129 907,19;931 748,84;1 126 739,01;174 740,05;152 360,04;139 449,11;109,95;92,90;112,79;2;26
2604023;Bodzentyn (3);2 106 025,23;2 023 107,51;1 499 208,74;241 000,00;288 560,00;326 560,00;182,59;180,47;134,52;3;26
2604033;Chęciny (3);1 292 178,89;2 282 061,45;1 659 023,04;175 000,00;179 000,00;149 000,00;85,60;152,01;111,02;3;26
2604043;Chmielnik (3);2 886 761,02;3 450 152,36;2 419 083,98;340 000,00;380 000,00;419 000,00;256,19;312,46;221,53;3;26
2604053;Daleszyce (3);5 531 824,20;1 544 483,78;1 633 681,39;379 000,00;379 000,00;384 000,00;348,48;94,67;100,57;3;26
2604062;Górno (2);2 275 511,53;1 193 505,85;1 123 749,13;360 000,00;350 000,00;415 000,00;157,20;80,32;75,13;2;26
2604073;Łagów (3);1 631 932,98;879 742,15;1 180 464,10;170 000,00;160 000,00;200 000,00;237,20;130,58;178,08;3;26
2604082;Łopuszno (2);1 572 545,28;1 277 435,90;1 205 872,52;266 000,00;325 700,00;287 000,00;174,30;143,56;137,16;2;26
2604092;Masłów (2);1 554 667,06;1 422 382,19;1 702 263,93;165 000,00;163 922,26;204 000,00;141,15;122,66;145,59;2;26
2604102;Miedziana Góra (2);538 047,67;457 207,49;463 730,68;253 484,16;331 995,85;319 077,77;46,64;37,28;37,52;2;26
2604112;Mniów (2);596 476,67;525 230,42;556 579,47;378 143,88;362 404,83;360 000,00;63,78;56,89;60,57;2;26
2604123;Morawica (3);1 906 290,39;1 244 423,48;2 477 231,10;243 000,00;254 000,00;344 988,00;114,57;72,21;142,54;3;26
2604133;Nowa Słupia (3);1 005 462,49;860 822,51;1 044 331,57;116 100,00;136 000,00;171 000,00;105,94;92,82;114,27;3;26
2604142;Piekoszów (2);1 445 170,07;1 299 683,45;1 854 741,66;1 408 379,00;1 279 220,00;1 703 915,00;87,84;77,53;110,92;2;26
2604153;Pierzchnica (3);732 603,52;613 904,38;1 139 706,20;277 000,00;311 000,00;360 000,00;153,59;126,01;237,59;3;26
2604162;Raków (2);195 149,19;518 671,68;388 021,80;107 000,00;126 500,00;134 000,00;34,77;94,98;71,87;2;26
2604172;Nowiny (2);7 288 093,45;3 438 729,08;2 568 998,19;230 000,00;221 340,63;205 200,00;923,83;439,01;326,68;2;26
2604182;Strawczyn (2);1 743 265,29;1 819 323,04;2 366 718,97;90 792,80;94 986,11;51 158,24;161,53;166,04;215,10;2;26
2604192;Zagnańsk (2);785 329,56;787 135,42;761 455,80;558 770,51;716 237,00;670 617,00;60,56;62,59;61,00;2;26
2605012;Fałków (2);152 641,17;131 565,07;193 953,20;135 891,17;130 335,07;143 330,16;34,47;31,72;47,68;2;26
2605022;Gowarczów (2);573 755,52;588 000,92;651 415,09;200 006,00;205 006,00;203 229,60;124,46;131,13;145,54;2;26
2605033;Końskie (3);4 630 613,04;6 493 683,72;13 465 108,47;1 240 481,11;1 449 248,84;1 487 497,32;131,49;192,29;403,55;3;26
2605043;Radoszyce (3);180 000,00;179 500,00;334 577,60;180 000,00;179 500,00;197 148,00;20,22;21,12;40,06;3;26
2605052;Ruda Maleniecka (2);453 683,99;316 872,61;980 179,50;441 901,93;278 913,00;315 726,00;147,16;106,55;333,39;2;26
2605062;Słupia Konecka (2);102 873,15;104 500,00;134 266,53;102 873,15;104 500,00;134 266,53;30,91;33,21;43,26;2;26
2605072;Smyków (2);363 409,06;308 043,79;295 001,03;103 317,46;105 965,26;111 057,44;95,79;82,63;79,60;2;26
2605083;Stąporków (3);1 614 514,88;1 495 852,27;1 130 383,76;170 000,00;200 000,00;180 000,00;96,14;92,76;71,32;3;26
2606012;Baćkowice (2);204 154,44;299 322,46;253 708,08;175 093,68;164 501,95;165 733,05;41,89;63,67;54,36;2;26
2606022;Iwaniska (2);350 000,00;352 000,00;558 470,00;340 000,00;280 000,00;432 000,00;52,65;55,39;89,50;2;26
2606032;Lipnik (2);704 568,36;636 540,31;1 804 921,77;152 888,21;130 467,32;146 091,98;134,69;126,17;364,04;2;26
2606043;Opatów (3);1 446 109,95;1 512 514,04;1 936 829,65;395 000,00;385 000,00;443 900,00;123,85;134,36;174,68;3;26
2606053;Ożarów (3);3 414 557,45;2 124 666,52;2 979 107,73;740 000,00;771 000,00;832 900,00;317,90;202,93;287,09;3;26
2606062;Sadowie (2);395 393,80;738 467,52;493 943,75;360 000,00;397 000,00;400 000,00;99,87;190,33;128,36;2;26
2606072;Tarłów (2);509 649,00;392 527,00;452 053,00;186 788,00;179 866,00;217 452,00;98,56;80,68;95,03;2;26
2606082;Wojciechowice (2);172 547,13;295 522,52;187 807,55;111 171,92;103 304,47;112 157,48;42,75;76,09;48,84;2;26
2607011;Ostrowiec Świętokrzyski (1);9 567 219,92;7 333 388,30;18 939 768,53;1 775 000,00;2 037 000,00;2 060 000,00;139,38;111,73;293,59;1;26
2607022;Bałtów (2);274 923,13;238 456,23;328 476,61;219 698,29;215 982,80;245 097,76;79,66;72,94;101,60;2;26
2607032;Bodzechów (2);1 163 755,95;968 210,71;875 044,02;694 000,00;430 000,00;480 000,00;86,73;74,86;68,52;2;26
2607043;Ćmielów (3);619 399,00;678 512,14;678 170,00;152 108,00;147 065,00;176 020,00;84,41;97,64;98,49;3;26
2607053;Kunów (3);793 711,05;700 784,05;818 637,45;640 000,00;655 000,00;742 000,00;80,85;74,43;87,46;3;26
2607062;Waśniów (2);584 040,04;663 349,49;755 010,82;125 000,00;135 000,00;135 000,00;85,30;101,35;116,51;2;26
2608013;Działoszyce (3);740 286,38;476 269,28;837 535,82;59 661,02;68 777,81;68 053,78;149,55;99,28;177,67;3;26
2608022;Kije (2);804 124,10;685 788,79;1 068 165,94;223 504,98;176 401,19;227 828,80;183,42;156,86;248,35;2;26
2608032;Michałów (2);298 674,51;268 920,39;443 253,68;293 274,81;264 577,39;443 253,68;65,24;59,09;98,37;2;26
2608043;Pińczów (3);3 197 204,01;4 333 444,22;3 509 750,39;948 922,00;980 000,00;1 036 200,00;154,13;217,47;178,03;3;26
2608052;Złota (2);246 908,02;215 378,03;260 083,74;227 037,38;143 254,03;156 633,73;55,56;49,20;59,93;2;26
2609011;Sandomierz (1);3 393 410,64;3 337 216,12;3 151 761,13;1 070 000,00;1 130 000,00;1 120 000,00;144,44;148,17;142,66;1;26
2609022;Dwikozy (2);1 487 207,45;1 440 102,19;1 948 847,67;386 980,00;400 500,00;476 800,00;170,41;171,18;233,53;2;26
2609032;Klimontów (2);1 290 717,32;-;-;294 028,72;-;-;160,62;-;-;2;26
2609033;Klimontów (3);-;1 090 210,30;2 235 286,32;-;318 055,77;389 976,63;-;141,35;292,31;3;26
2609043;Koprzywnica (3);623 504,08;622 179,64;1 164 292,11;152 830,00;167 894,60;147 315,54;93,66;96,88;183,53;3;26
2609052;Łoniów (2);1 035 108,77;1 034 325,08;1 149 398,80;113 700,00;135 600,00;134 000,00;139,13;141,90;158,19;2;26
2609062;Obrazów (2);1 318 119,41;1 748 251,84;2 174 481,04;633 875,62;560 004,47;556 694,93;206,73;280,39;348,31;2;26
2609072;Samborzec (2);1 427 197,97;1 682 115,63;1 380 739,27;284 978,60;299 971,18;304 991,56;168,04;203,65;168,20;2;26
2609082;Wilczyce (2);261 447,88;240 653,00;245 698,59;246 000,00;240 000,00;240 000,00;70,78;67,32;69,76;2;26
2609093;Zawichost (3);495 000,00;534 800,99;1 486 623,00;138 000,00;151 000,00;168 400,00;111,61;126,43;357,45;3;26
2610011;Skarżysko-Kamienna (1);4 308 172,77;4 088 292,18;4 150 960,41;1 105 296,57;921 000,00;970 000,00;95,59;93,74;96,89;1;26
2610022;Bliżyn (2);580 200,00;570 000,00;602 059,00;0,00;0,00;0,00;71,71;74,05;78,82;2;26
2610032;Łączna (2);1 169 438,03;324 500,00;440 000,00;365 000,00;324 500,00;440 000,00;232,86;64,05;88,26;2;26
2610042;Skarżysko Kościelne (2);268 475,58;285 832,84;231 931,81;110 000,00;110 000,00;120 000,00;44,58;50,27;41,20;2;26
2610053;Suchedniów (3);1 216 654,77;1 388 005,40;1 365 082,62;370 000,00;430 000,00;452 409,50;120,00;144,34;143,54;3;26
2611011;Starachowice (1);3 629 246,13;3 374 783,26;3 712 409,98;1 333 000,00;1 391 965,00;1 506 653,00;74,61;71,98;80,63;1;26
2611022;Brody (2);827 664,34;823 695,67;1 338 945,85;165 000,00;165 000,00;181 045,70;75,86;78,13;128,78;2;26
2611032;Mirzec (2);1 065 328,36;828 248,43;1 364 540,09;244 693,33;223 143,92;264 616,02;128,45;102,05;169,23;2;26
2611042;Pawłów (2);3 346 438,98;2 057 549,62;2 114 280,89;416 594,00;458 290,00;406 487,00;219,12;137,48;141,56;2;26
2611053;Wąchock (3);769 787,04;826 165,26;842 546,91;200 000,00;200 000,00;236 000,00;113,17;125,39;129,74;3;26
2612012;Bogoria (2);626 823,24;812 366,92;1 774 789,00;185 000,00;195 000,00;156 000,00;81,37;107,60;236,32;2;26
2612022;Łubnice (2);568 895,66;507 594,37;320 207,50;0,00;0,00;0,00;138,22;126,42;80,21;2;26
2612033;Oleśnica (3);171 802,92;924 573,80;997 745,71;105 000,00;103 030,87;111 500,00;44,40;240,27;262,98;3;26
2612043;Osiek (3);744 471,28;840 703,37;806 883,29;207 000,00;200 000,00;226 000,00;96,14;111,57;108,38;3;26
2612053;Połaniec (3);2 597 856,00;2 144 054,00;2 318 792,34;557 000,00;481 000,00;589 500,00;219,90;188,41;205,88;3;26
2612062;Rytwiany (2);766 058,86;807 031,88;856 401,18;278 470,86;307 031,88;326 401,18;120,32;127,19;135,72;2;26
2612073;Staszów (3);4 242 494,59;2 490 129,00;3 987 569,10;2 051 984,59;1 244 954,00;1 046 000,00;165,11;98,74;159,40;3;26
2612083;Szydłów (3);8 176 334,25;705 832,66;835 146,87;97 000,00;96 901,75;114 000,00;1 742,61;156,50;188,35;3;26
2613012;Kluczewsko (2);305 040,05;271 470,00;255 039,66;92 837,95;89 974,61;94 991,60;58,99;53,79;51,11;2;26
2613022;Krasocin (2);1 783 524,30;1 341 393,81;1 003 398,34;716 462,75;724 556,03;816 192,94;168,13;130,47;97,71;2;26
2613032;Moskorzew (2);142 215,77;238 010,36;202 000,00;0,00;0,00;0,00;53,13;90,88;77,84;2;26
2613042;Radków (2);228 860,43;212 174,40;270 421,92;121 512,84;93 727,60;88 808,75;91,54;89,49;114,68;2;26
2613052;Secemin (2);265 322,49;212 264,10;206 373,20;136 907,18;149 506,63;159 889,38;55,15;44,91;44,52;2;26
2613063;Włoszczowa (3);2 677 804,59;2 785 024,73;3 484 148,56;868 200,00;955 000,00;1 000 000,00;138,24;145,57;184,13;3;26
2661011;Kielce (1);31 132 034,42;29 019 346,04;30 319 458,03;5 377 096,42;5 392 000,00;5 501 218,80;159,43;154,17;162,57;1;26
2801011;Bartoszyce (1);2 104 911,35;3 797 179,05;3 288 850,92;889 960,00;1 893 228,00;2 348 678,63;89,64;168,18;148,09;1;28
2801021;Górowo Iławeckie (1);731 300,00;558 500,00;550 362,47;160 000,00;140 000,00;140 000,00;185,09;144,88;145,87;1;28
2801032;Bartoszyce (2);1 399 854,36;1 828 602,86;4 507 975,59;165 236,00;160 807,00;178 800,00;130,01;177,71;440,45;2;28
2801043;Bisztynek (3);2 864 647,81;891 939,70;958 665,16;228 121,00;265 041,00;269 091,00;451,91;150,41;164,83;3;28
2801052;Górowo Iławeckie (2);398 000,00;347 003,28;378 234,44;140 000,00;132 892,48;127 961,84;57,87;55,01;60,54;2;28
2801063;Sępopol (3);1 100 966,30;966 548,66;610 855,46;135 000,00;160 000,00;136 000,00;176,86;162,45;104,85;3;28
2802011;Braniewo (1);4 587 216,62;2 556 996,26;2 577 628,84;810 000,00;896 400,00;1 035 000,00;269,20;154,96;156,77;1;28
2802022;Braniewo (2);326 719,10;512 852,88;991 895,89;165 200,00;180 000,00;205 700,00;53,90;91,53;179,56;2;28
2802033;Frombork (3);450 834,83;400 213,30;474 867,02;118 834,83;92 910,29;18 044,41;126,11;121,53;146,93;3;28
2802042;Lelkowo (2);431 441,80;418 000,00;445 000,00;102 000,00;127 600,00;129 000,00;151,17;164,50;178,21;2;28
2802053;Pieniężno (3);686 949,61;697 534,46;793 218,90;290 000,00;290 000,00;310 000,00;110,66;120,72;139,31;3;28
2802062;Płoskinia (2);314 157,48;212 574,96;362 147,12;250 000,00;164 940,00;237 500,00;125,51;88,21;151,40;2;28
2802072;Wilczęta (2);248 163,02;149 270,85;161 851,87;127 927,75;103 474,59;122 092,99;83,25;55,06;61,21;2;28
2803011;Działdowo (1);10 242 112,35;7 228 017,47;4 697 809,36;832 716,00;852 420,00;891 928,94;481,32;347,57;228,06;1;28
2803022;Działdowo (2);2 105 482,97;1 793 277,21;2 584 009,64;547 267,00;613 920,00;595 328,35;214,06;188,77;272,35;2;28
2803032;Iłowo-Osada (2);1 397 496,61;1 162 145,01;2 029 952,85;218 905,00;235 000,00;280 900,00;194,02;168,23;296,13;2;28
2803043;Lidzbark (3);1 767 289,97;1 922 527,20;2 243 807,57;558 300,00;502 800,00;460 000,00;125,06;140,92;166,31;3;28
2803052;Płośnica (2);4 456 196,38;1 352 993,88;1 151 800,05;0,00;0,00;0,00;791,09;254,61;218,93;2;28
2803062;Rybno (2);811 700,21;977 998,53;705 043,49;459 929,69;476 995,54;396 458,75;112,66;141,78;103,39;2;28
2804012;Elbląg (2);3 967 453,60;1 379 791,29;1 728 629,68;274 132,76;280 166,38;290 570,33;527,31;182,68;227,00;2;28
2804022;Godkowo (2);611 049,02;657 913,61;654 860,00;130 000,00;117 913,61;124 860,00;201,20;232,31;233,96;2;28
2804032;Gronowo Elbląskie (2);804 561,62;696 370,42;752 502,03;709 750,00;646 000,00;703 500,00;156,68;140,57;153,42;2;28
2804042;Markusy (2);328 428,88;304 143,33;359 438,11;259 996,10;258 406,78;299 993,08;80,60;77,21;91,60;2;28
2804052;Milejewo (2);344 973,92;203 247,47;233 722,70;78 914,28;72 846,30;82 406,77;101,05;61,65;70,87;2;28
2804063;Młynary (3);635 854,46;481 199,40;496 000,00;90 350,00;86 000,00;85 000,00;143,89;112,61;116,60;3;28
2804073;Pasłęk (3);5 852 992,67;4 691 020,55;9 621 546,51;532 954,97;634 003,00;622 000,00;302,68;249,10;513,86;3;28
2804082;Rychliki (2);362 853,81;368 198,32;372 458,51;210 000,00;223 000,00;232 503,69;95,21;101,97;104,42;2;28
2804093;Tolkmicko (3);1 122 345,40;1 053 181,42;1 398 148,48;267 860,00;262 400,00;342 920,00;168,95;169,76;228,42;3;28
2805011;Ełk (1);10 095 975,30;9 855 012,19;10 958 561,27;1 494 642,00;1 566 934,00;1 701 163,00;162,82;162,37;181,57;1;28
2805022;Ełk (2);1 333 448,43;1 678 313,33;1 669 700,43;273 646,00;423 579,55;385 000,00;114,13;139,58;138,29;2;28
2805032;Kalinowo (2);625 797,61;673 615,87;697 408,44;225 280,00;266 400,00;240 000,00;92,70;106,35;110,47;2;28
2805042;Prostki (2);762 033,09;1 496 119,02;787 277,22;228 423,22;248 725,59;240 783,85;104,92;218,28;115,39;2;28
2805052;Stare Juchy (2);478 636,99;537 614,12;535 102,42;410 056,00;0,00;0,00;127,91;154,89;156,28;2;28
2806011;Giżycko (1);3 158 864,51;4 508 864,33;5 626 216,64;974 600,00;1 049 721,00;1 230 940,00;107,68;157,55;199,62;1;28
